Email address,Domain name,Organization,Country,State,City,Postal code,Street,Confidence score,Type,Number of sources,Pattern,First name,Last name,Department,Position,Twitter handle,LinkedIn URL,Phone number
halvorson.jayden@west.biz,west.biz,,,,,,,89,personal,1,{last}.{first},Jayden,Halvorson,,,,,
bradtke.georgianna@west.biz,west.biz,,,,,,,89,personal,1,{last}.{first},Georgianna,Bradtke,,,,,
braun.heather@west.biz,west.biz,,,,,,,89,personal,1,{last}.{first},Heather,Braun,,,,,
hackett.leopold@west.biz,west.biz,,,,,,,89,personal,1,{last}.{first},Leopold,Hackett,,,,,
zieme.myrl@west.biz,west.biz,,,,,,,89,personal,1,{last}.{first},Myrl,Zieme,,,,,
herzog.constantin@west.biz,west.biz,,,,,,,89,personal,1,{last}.{first},Constantin,Herzog,,,,,
ryan.darby@west.biz,west.biz,,,,,,,89,personal,1,{last}.{first},Ryan,Darby,,,,,
kermit.stehr@west.biz,west.biz,,,,,,,89,personal,1,{last}.{first},Kermit,Stehr,,,,,
block.sigrid@west.biz,west.biz,,,,,,,88,personal,1,{last}.{first},Sigrid,Block,,,,,
katlyn.feeney@west.biz,west.biz,,,,,,,88,personal,1,{last}.{first},Katlyn,Feeney,,,,,
gaylord.harvey@west.biz,west.biz,,,,,,,88,personal,1,{last}.{first},Gaylord,Harvey,,,,,
schmitt.orville@west.biz,west.biz,,,,,,,88,personal,1,{last}.{first},Orville,Schmitt,,,,,
mabel.brown@west.biz,west.biz,,,,,,,88,personal,1,{last}.{first},Mabel,Brown,,,,,
cleve.herman@west.biz,west.biz,,,,,,,88,personal,1,{last}.{first},Herman,Cleve,,,,,
emmerich.elijah@west.biz,west.biz,,,,,,,88,personal,1,{last}.{first},Elijah,Emmerich,,,,,
rice.dayana@west.biz,west.biz,,,,,,,87,personal,1,{last}.{first},Dayana,Rice,,,,,
thea.schinner@west.biz,west.biz,,,,,,,87,personal,1,{last}.{first},Thea,Schinner,,,,,
lucious.walter@west.biz,west.biz,,,,,,,87,personal,1,{last}.{first},Walter,Lucious,,,,,
price.marilyne@west.biz,west.biz,,,,,,,87,personal,1,{last}.{first},Marilyne,Price,,,,,
tierra.marvin@west.biz,west.biz,,,,,,,87,personal,1,{last}.{first},Tierra,Marvin,,,,,
hansen.maxie@west.biz,west.biz,,,,,,,87,personal,1,{last}.{first},Maxie,Hansen,,,,,
hodkiewicz.fannie@west.biz,west.biz,,,,,,,87,personal,1,{last}.{first},Fannie,Hodkiewicz,,,,,
annamarie.jaskolski@west.biz,west.biz,,,,,,,86,personal,1,{last}.{first},Annamarie,Jaskolski,,,,,
erdman.lily@west.biz,west.biz,,,,,,,86,personal,1,{last}.{first},Lily,Erdman,,,,,
herman.annabelle@west.biz,west.biz,,,,,,,86,personal,1,{last}.{first},Annabelle,Herman,,,,,
welch.misael@west.biz,west.biz,,,,,,,86,personal,1,{last}.{first},Misael,Welch,,,,,
jenkins.tiana@west.biz,west.biz,,,,,,,86,personal,1,{last}.{first},Tiana,Jenkins,,,,,
abbott.marquis@west.biz,west.biz,,,,,,,86,personal,1,{last}.{first},Marquis,Abbott,,,,,
beier.emerald@west.biz,west.biz,,,,,,,86,personal,1,{last}.{first},Emerald,Beier,,,,,
ryan.steve@west.biz,west.biz,,,,,,,85,personal,1,{last}.{first},Ryan,Steve,,,,,
rice.gabrielle@west.biz,west.biz,,,,,,,85,personal,1,{last}.{first},Gabrielle,Rice,,,,,
pollich.tyrell@west.biz,west.biz,,,,,,,85,personal,1,{last}.{first},Tyrell,Pollich,,,,,
collins.theodore@west.biz,west.biz,,,,,,,85,personal,1,{last}.{first},Collins,Theodore,,,,,
jan.murphy@west.biz,west.biz,,,,,,,85,personal,1,{last}.{first},Jan,Murphy,,,,,
stokes.buster@west.biz,west.biz,,,,,,,85,personal,1,{last}.{first},Buster,Stokes,,,,,
claudie.barrows@west.biz,west.biz,,,,,,,84,personal,1,{last}.{first},Claudie,Barrows,,,,,
luis.kiehn@west.biz,west.biz,,,,,,,84,personal,1,{last}.{first},Luis,Kiehn,,,,,
miller_schumm@west.biz,west.biz,,,,,,,84,personal,1,{last}.{first},Miller,Schumm,,,,,
spencer_dach@west.biz,west.biz,,,,,,,84,personal,1,{last}.{first},Spencer,Dach,,,,,
sandrine.stokes@west.biz,west.biz,,,,,,,83,personal,1,{last}.{first},Sandrine,Stokes,,,,,
muriel.walsh@west.biz,west.biz,,,,,,,83,personal,1,{last}.{first},Muriel,Walsh,,,,,
